FID,MAP,REFNAME,PARKNAME,LOCATION,OBSERVER,FIELDDATE,APPROVDATE,MANAGER,CS,PS,PS_HIGH,PS_LOW,CU,CU_ACTUAL,PU,PU_HIGH,PU_LOW,TH_RANK_CS,TH_RANK_PS,PROB_FLAG,TRL_ENTPT,TRL_SIGN,PARKING,PKG_AUTO,PKG_BUS,PKG_HORSE,PKG_HANDIC,PKG_TYPE,PKG_SUBSTR,RESTROOM,RSTRM_TYPE,RANGER_STA,INFO_KIOSK,WAY_EXH,WATER,PHONE,GARBAGE,RECYC_BINS,MUTTMITT,SCEN_OVRLK,PICNIC,CAMP_REG,CAMP_GRP,CAMP_BCK,COMMENTS,COASTALZN,LVMCOG_TH,lat,lng,SMMTC_TH,DOGS,COUNTY,JURISDN
438,68,Malibu Creek State Pk/Liberty Cyn,Malibu Creek State Park,Liberty Canyon Rd ^ Liberty Cyn Fire Rd,MB,,mb12/17/02,CDPR,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,Yes,Yes,Yes,Yes,888,0,777,0,on-street,paved,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,"In-house review.  DPR allows unofficial access? MB 07/10/07 - Agoura Hills staff checked, and it is okay to categorize TH as OP, although entrance is tertiary neighborhood entrance.  Changed status from UP to OP.",Outside,1,34.12770573,-118.7239441,0,N,LOS ANGELES,Agoura Hills
439,68,Juan Bautista de Anza Park,Malibu Creek SP,"Lost Hills Road, Juan Bautista de Anza Park",Jessica/Jill,3/4/2003,mb01/01/04 entered by NK 09/03/0,City of Calabasas,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,Yes,40,0,0,2,parking lot,paved,Yes,XX,No,No,No,Yes,Yes,XX,XX,XX,No,Yes,No,No,No,"Chumash info sign.  ""Unsupervised trail"" but formal trailhead.  mb --??-- re-ck in field.  must be same facilities as 217",Outside,0,34.12797552,-118.708216,0,,LOS ANGELES,Calabasas
440,76,Calabasas Highlands Entrance,,Terminus Fern Trail (a road),Jessica/Jill,3/19/2003,mb01/01/04 entered by NK 09/03/0,,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Calabasas Highlands neighborhood entrance to Calabasas Motorway.  City of Cal would like to make an official trailhead on Mulholland.,Outside,0,34.12904943,-118.6481044,0,,LOS ANGELES,Unincorp LA
441,119,Deep Canyon Overlook,Mulholland Scenic Parkway,13801 Mulholland Drive,,,,MRCA,OP,OP,OP,OP,NA,,,,,Overlook Only,Overlook Only,,No,No,Yes,888,0,0,0,pullout,paved,No,NA,No,Yes,No,No,No,No,No,No,Official,No,No,No,No,10/14/09 MB - Info from Bing maps.,out,0,34.13174569,-118.4334241,0,,LOS ANGELES,Los Angeles
442,95,Stone Canyon Overlook,Mulholland Scenic Parkway,13931 Mulholland Drive,,,,MRCA,OP,OP,OP,OP,DA,,,,,Overlook Only,Overlook Only,,Yes,No,Yes,8,0,0,1,parking lot,paved,No,NA,No,No,Yes,No,No,Maybe,Maybe,No,Official,No,No,No,No,10/14/09 MB - Added Overlook and assessed facil's using Bing Maps.  Short ADA trail.,Outside,0,34.13164145,-118.4491542,0,,LOS ANGELES,Los Angeles
443,71,Top of Reseda,Marvin Braude Mulholland Gateway Park,Dirt Mulholland Dr ^ Reseda Blvd,MB/EE,6/27/2000,mb10/31/00,MRCA,OP,OP,OP,OP,MU,MU,MU,,,Secondary,Secondary,,Yes,Yes,Yes,20,0,0,0,on-street,paved,Yes,portable,No,Yes,No,Yes,No,Yes,Proposed,Proposed,No,Yes,No,No,No,,Outside,2,34.13056297,-118.5529499,0,Y,LOS ANGELES,Los Angeles
444,81,The Groves Overlook,Mulholland Scenic Parkway,16501 Mulholland Drive,,,,MRCA,OP,OP,OP,OP,NA,,,,,Overlook Only,Overlook Only,,No,No,No,888,0,0,888,pullout,dirt,No,NA,No,No,No,No,No,Maybe,No,No,Official,No,No,No,No,10/14/09 MB Added point from LAMountains.com and used Bing Maps for facilities.  Needs field check.,Outside,0,34.13148022,-118.4911633,0,,LOS ANGELES,Los Angeles
445,70,Topanga SP -- Mulholland Dr/Fire Rd 28,Mulholland Gateway,Mulholland Highway,MB/EE,6/27/2000,mb10/31/00,CDPR,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.13100757,-118.5328261,0,,LOS ANGELES,Los Angeles
446,68,Lost Hills Rd & Calabasas Hill,,Lost Hills Road,MB,,mb12/17/02,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,In-house review,Outside,0,34.12869998,-118.708481,0,,LOS ANGELES,Calabasas
447,70,Johnson Overlook,Mulholland Scenic Parkway,14801 Mulholland Drive,,,,Other - City of LA,OP,OP,OP,OP,NA,,,,,Overlook Only,Overlook Only,,No,No,Yes,888,0,0,0,pullout,dirt,No,NA,No,No,No,No,No,No,No,No,Official,No,No,No,No,10/14/09 MB Added point and facilities using Bing Maps.,Outside,0,34.1321887,-118.457303,0,,LOS ANGELES,Los Angeles
448,56,Lake Sherwood/Carlisle Rd,,Carlisle Road,Jessica/Jill,4/7/2003,entered by NK  09/10/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.12668826,-118.8692266,0,,VENTURA,Unincorp Ventura
449,68,Calabasas Hills Rd & Lost Springs,,Calabasas Hills Road,MB,,mb12/17/02,City of Calabasas,UP,EC,EC,EC,,,,,,Unauthorized,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,In-house review.  DPR should work w/City to close park entrance.,Outside,0,34.12908255,-118.7091773,0,,LOS ANGELES,Calabasas
450,120,Wilacre Park Main Entrance,Wilacre Park,Wilacre Park ^ Laurel Cyn Bl,EE/JW,6/29/2000,mb01/02/04 mb10/31/00,MRCA,OP,OP,OP,OP,HB,HB,,,,Secondary,Secondary,,Yes,Yes,Yes,70,0,0,1,parking lot,paved,Yes,portable,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,"Ranger residence - Kevin Perrine  10/14/09 MB  Visited site 10/9/09.  Facilities are updated.  No muttmitt dispenser, just bags made available in wooden box.  water is a drinking fountain.",out,2,34.1332342,-118.3918209,0,Y,LOS ANGELES,Los Angeles
451,68,Abrams Trailhead,Abrams Property,Agoura Rd,MB,,mb,MRCA,OP,OP,OP,OP,MU,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb notes Luis to field check and correctly populate this record. 12/22/2011,Outside,0,34.13702052,-118.7288714,0,,LOS ANGELES,Calabasas
452,119,Barbara Asa Dorain Trail,Dixie Canyon,Dixie Cyn Pl ^ Barbara Asa Dorain Trail,EE,6/29/2000,mb10/31/00,MRCA,OP,OP,OP,OP,HO,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,6,0,0,0,on-street,paved,No,NA,No,No,No,No,No,Yes,XX,XX,No,No,No,No,XX,stairs at end of st. lead to trail; SMMC reg and trail name signs; trail follows creek; trash bin,out,0,34.13464302,-118.4232642,0,Y,LOS ANGELES,Los Angeles
453,74,Viewridge Trailhead,Summit Valley Edmund D Edelman Park,Viewridge Rd Terminus,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,MRCA,OP,OP,OP,OP,HE,HE,HE,,,Tertiary,Tertiary,,Yes,Yes,Yes,10,0,0,0,on-street,paved,No,NA,No,Yes,No,No,XX,XX,XX,XX,No,No,No,No,No,Parks partnership property,Outside,2,34.13285214,-118.5912458,0,Y,LOS ANGELES,Unincorp LA
454,119,South end of Newcomb Dr,Dixie Cyn,Newcomb Dr ^ Dixie Cyn Pl,EE,6/29/2000,mb01/02/04 mb10/31/00,private,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,No,No,Yes,2,0,0,0,on-street,paved,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,street sign was lying on ground near beginning of unpaved section; Newcomb Dr from the North dead ends,out,0,34.13499512,-118.4233667,0,,LOS ANGELES,Los Angeles
455,75,"Adamsville Ave North, private park",,Adamsville Avenue,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,UX,UX,UX,UX,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,Yes,XX,XX,No,Yes,No,No,No,"mb edits - appears to be social trail leading toward Summit-to-Summit.  May eventually be UP that may require closure or SUP, if Wagon Wheel Ranch area is acquired.",Outside,0,34.13331241,-118.6194724,0,,LOS ANGELES,Calabasas
456,72,Dirt Mulholland near helipad,Mulholland Gateway Park,Dirt Mulholland Dr - east/north side,MB/EE,6/27/2000,mb10/31/00,SMMC,DL,DL,DL,DL,,,,,,NA,NA,,Yes,Yes,Yes,888,888,888,888,on-street,dirt,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,SMMC regulatory signage.  Still inward away from any parking or walk-in point.,Outside,0,34.1342612,-118.565253,0,,LOS ANGELES,Los Angeles
457,72,Vanalden Ave S terminus,Marvin Braude Mulholland Gateway Park,Vanalden Ave,EE,6/29/2000,mb10/31/00,MRCA,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Tertiary,Yes,Y,Y,Yes,20,0,0,0,on-street,paved,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,"SMMC regulatory signage, no parking 9pm to 6 am, park closed sunset to sunrise.  10/7/09 MB MRCA Ranger Jewel Johnson says this TH has problems with partying.",Outside,0,34.13457642,-118.563061,0,Y,LOS ANGELES,Los Angeles
458,120,end of Shady Oak Rd,Wilacre Park,Shady Oak Rd ^ fire turnout,EE/JW,6/29/2000,mb10/31/00,SMMC,OP,OP,OP,OP,HO,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,888,888,0,888,on-street,paved,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,"SMMC reg. Sign, no parking posted/ don't block fire turnout, park in surrounding neighborhood where legal.",out,0,34.1365482,-118.3999939,0,Y,LOS ANGELES,Los Angeles
459,119,North end of dirt Dixie Cyn Ave,NA,Dixie Cyn Ave,EE,6/29/2000,mb10/31/00,private,UX,UX,UX,UX,,,,,,NA,NA,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,dirt Dixie Cyn Ave is gated and was closed; probably used much by neighbors,out,0,34.13633758,-118.4254774,0,,LOS ANGELES,Los Angeles
460,57,Pentachaeta Trail Trailhead,MRCA property,S end of Lindero Canyon Rd.,MB,,mb01/01/04 mb12/11/03,MRCA,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Secondary,,Yes,Yes,Yes,5,999,99,999,on-street,paved,Proposed,flush,No,Yes,Yes,No,No,Yes,Proposed,XX,No,No,No,No,No,"In-house review.  Moved a DL point to add this TH to database.  TMP Team:  Develop as a more primary trailhead if missing link connections over to Paramount/Zuma, etc., are accomplished.",out,1,34.13116006,-118.8214361,0,Y,LOS ANGELES,Westlake Village
461,119,end of Alomar Dr,Longridge Cyn,,EE,6/29/2000,mb10/31/00,MRCA,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Maybe,No,Yes,888,888,888,888,on-street,paved,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,"SMMC reg sign, MRCA ID sign further down-not at end of street;  trail looks slightly overgrown, probably used just by neighbors; no pkg anytime at end where signage is.",out,0,34.13678635,-118.4208578,0,,LOS ANGELES,Los Angeles
462,75,Calabasas/Cairnloch Street,,Cairnloch Street,MB - in office,5/28/2001,mb05/28/01,private,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,within devt.,Outside,0,34.13439737,-118.6149752,0,,LOS ANGELES,Calabasas
463,72,Dirt Mulholland ^ paved helipad,Mulholland Gateway,west/south side of dirt Mulholland at helipad,MB/EE,6/27/2000,mb10/31/00,SMMC,DL,DL,DL,DL,,,,,,NA,NA,,Y,Y,Yes,888,888,888,888,on-street,dirt,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,SMMC regulatory sign (Doesn't make sense for isolated location away from any parking area.),out,0,34.13538997,-118.5655641,0,,LOS ANGELES,Los Angeles
464,74,Topanga Cyn Bl/Henry Ridge Mtw,Summit Valley Edmund D. Edelman Park,Topanga Canyon Boulevard,MB,,mb01/02/04,MRCA,OP,OP,OP,OP,HE,HE,HE,,,Tertiary,Tertiary,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,In-hse review.  Serves mainly as crossing point over Topanga Cyn Bl.  Probably should require striping of road & crossing warning signs.,Outside,0,34.13514206,-118.5990103,0,Y,LOS ANGELES,Unincorp LA
465,75,"Ganelon Dr, community access point",,Ganelon Drive,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb edits.,Outside,0,34.13530055,-118.6196585,0,,LOS ANGELES,Calabasas
466,75,Summit to Summit Trail,,Le Mans ^ Summit to Summit Motorway,MB - in house,5/28/2001,mb05/28/01,private,UX,UX,UX,UX,,,,,,NA,NA,,Yes,No,Yes,2,0,0,0,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Not field-ckd, but familiar with site.  Provides public access into regional trail network, but probably won't be fitted with facilities or signage unless HOA installs them.",Outside,0,34.13556312,-118.6080342,0,,LOS ANGELES,Calabasas
467,68,Bark Park Trailhead,Las Virgenes View Park,Las Virgenes Municipal Water District,MB,,mb01/01/04,Calabasas,OP,OP,OP,OP,MU,,MU,,,Tertiary,Tertiary,,Yes,Yes,Yes,30,0,0,1,parking lot,paved,No,NA,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,MB 10/7/09 - Facilities confirmed by Jeff Rubin at Calabasas.  Only water is drinking fountain within actual Bark Park.,out,1,34.13431223,-118.7025189,0,Y,LOS ANGELES,Calabasas
468,74,Calabasas/Lighthill Dr,,Lighthill Drive terminus,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Behind gate of private community.  Couldn't drive to point.,Outside,0,34.13606264,-118.5927637,0,,LOS ANGELES,Unincorp LA
469,76,Headwaters Corner,MRT Headwaters Corner,Valmar Rd ^ Mulholland,MB,7/16/2007,mb07/16/07,MRT,OP,OP,OP,OP,HO,,,,,Tertiary,Secondary,,No,No,Yes,888,0,0,0,parking lot,gravel,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"New City of Calabasas Park as of 12/03.  Only accesses new trail w/in new park, but connections are planned to Summit-to-Summit.  Park facilities, when constructed, will increase TH rank to secondary.",Outside,1,34.13621954,-118.6312349,0,N,LOS ANGELES,Calabasas
470,75,Wild Walnut Park,Wild Walnut Park,Mulholland ^ Old Topanga Cyn Rd,MB,7/16/2007,mb07/16/07,Calabasas,OP,OP,OP,OP,HO,,,,,Tertiary,Tertiary,,Maybe,No,Yes,888,0,0,0,pullout,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,48 & 208 & 209 are on land currently for sale for development,out,0,34.13644662,-118.6303537,0,Y,LOS ANGELES,Calabasas
471,75,Calipatria Dr,,Calipatria Drive,MB - in office,5/28/2001,mb05/28/01,private,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.13674005,-118.6147731,0,,LOS ANGELES,Calabasas
472,72,Dirt Mulholland ^ Greenbriar Dr,Marvin Braude Mulholland Gateway Park,Mulholland Dr ^ Greenbriar Dr,MB/EE,6/27/2000,mb10/31/00,LA City,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Tertiary,,No,Yes,Yes,888,0,0,0,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,only sign: dogs on leash icon;  no parking 6 pm - 6 am,Outside,0,34.13750698,-118.5656263,0,Y,LOS ANGELES,Los Angeles
473,72,Dirt Mulholland,Mulholland Gateway Park,Mulholland Dr,MB/EE,6/27/2000,mb10/31/00,SMMC,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.13753763,-118.5674861,0,,LOS ANGELES,Los Angeles
474,72,Dirt Mulholland,Mulholland Gateway Park,Mulholland Dr,MB/EE,6/27/2000,mb10/31/00,SMMC,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,Yes,888,888,888,888,on-street,dirt,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,,Outside,0,34.13798341,-118.568062,0,,LOS ANGELES,Los Angeles
475,75,Calabasas/Mulholland Hwy,,Mulholland Highway across from Calabasas H.S.,Jessica,3/19/2003,mb12/07/03 entered by NK 09/03/0,,UX,UX,UX,UX,,,,,,NA,NA,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,48 & 208 & 209 are on land currently for sale for development.  mb:  probably will remain UX if Wild Walnut Park is used to access regional trail network.,Outside,0,34.1374573,-118.6272126,0,,LOS ANGELES,Calabasas
476,75,Calabasas/Mulholland Hwy,,Mulholland Highway across from Calabasas H.S.,Jessica,3/19/2003,mb12/07/03 entered by NK 09/03/0,,UX,UX,UX,UX,,,,,,NA,NA,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,48 & 208 & 209 are on land currently for sale for development,Outside,0,34.13748613,-118.6252055,0,,LOS ANGELES,Calabasas
477,75,Jameson Dr,,Jameson Dr west of Eddingham Avenue,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Private access, fenced in completely  mb edits.",Outside,0,34.13793822,-118.6219594,0,,LOS ANGELES,Calabasas
478,72,Mulholland Gateway Park/Dirt Mulholland,Mulholland Gateway Park,Mulholland Highway,MB/EE,6/27/2000,mb10/31/00,MRCA,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"overgrown, may have been old entrance",Outside,0,34.13873149,-118.5737297,0,,LOS ANGELES,Los Angeles
479,72,Dirt Mulholland,Mulholland Gateway Park,Mulholland Dr,MB/EE,6/27/2000,mb10/31/00,SMMC,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Really Overgrown!,Outside,0,34.13891784,-118.5720295,0,,LOS ANGELES,Los Angeles
480,75,"Dardenne St & Dunmore Dr, private access",,Dardenne St & Dunmore Dr,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,UX,UX,UX,UX,,,,,,NA,NA,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.1386846,-118.6143665,0,,LOS ANGELES,Calabasas
481,74,Topanga Cyn Rd/Summit-to-Summi,,Topanga Canyon ^ Summit to Summit,,,mb01/02/04,,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Need to field ck to see if people are parking on this side of street, or if they use overlook pkg ax street.",Outside,0,34.1391903,-118.6017101,0,,LOS ANGELES,Unincorp LA
482,74,Top o' Topanga Overlook,Top o' Topanga Overlook,Topanga Canyon Summit,MB,,mb01/02/04,MRCA,OP,OP,OP,OP,NA,NA,,,,Tertiary,Tertiary,,Maybe,No,Yes,6,0,0,1,parking lot,paved,No,NA,No,No,No,No,XX,XX,XX,XX,Official,No,No,No,No,"In-hse review.  Need to ck facilities inventory - # of pkg spots, access to trails ax street.  Think there are restrooms.",Outside,4,34.13961819,-118.6009984,0,N,LOS ANGELES,Unincorp LA
483,75,Dunmore Dr.,,Dunmore Dr.,Jessica,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,UX,UX,UX,UX,,,,,,NA,NA,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.13958421,-118.6132509,0,,LOS ANGELES,Calabasas
484,84,Parkway Calabasas,unnamed,Parkway Calabasas,Ralf Melanie 2007,5/20/2003,entered by NK 09/03/03,private,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,3,34.13931488,-118.6702722,0,Y,LOS ANGELES,Calabasas
485,72,Dirt Mulholland Dr,Mulholland Gateway,Dirt Mulholland Dr,MB/EE,6/21/2000,mb10/31/00,MRCA,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,Yes,5,0,0,0,pullout,dirt,No,NA,No,No,No,No,No,XX,XX,XX,Potential,No,No,No,No,,Outside,0,34.14068902,-118.5763089,0,,LOS ANGELES,Los Angeles
486,75,"Delia Ct, private access",,Delta Court,Jessica/Jill,3/19/2003,entered by NK 09/03/03,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.14055896,-118.6147716,0,,LOS ANGELES,Calabasas
487,75,Topanga Cyn Blvd,,Topanga Canyon Boulevard,MB - in office,5/28/2001,mb05/28/01,private,UX,UX,UX,UX,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Never have seen anyone park along Topanga Cyn Bl. Here, although a trail is visible on DOQ.  Probably used only for emergency access.  Have seen mtn bikers come out at this point, though.",Outside,0,34.14127433,-118.6077108,0,,LOS ANGELES,Unincorp LA
488,70,Caballero Cyn Trailhead,Marvin Braude Mulholland Gateway Park,Reseda Blvd ^ Fire Road 28,MB/EE,6/27/2000,mb10/31/00,MRCA,OP,OP,OP,OP,MU,MU,MU,,,Secondary,Secondary,,Yes,Yes,Yes,888,0,0,0,on-street,paved,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,Major mtn bike entrance.  10/07/09 MB - Changed Rank from III to II based on heavy use.  Similar to Wendy TH.,Outside,2,34.1425912,-118.540873,0,Y,LOS ANGELES,Los Angeles
489,73,Dirt Mulholland Dr ^ Topanga Henry Ridge Trail,Mulholand Gateway,Dirt Mulholland Dr,MB/EE,6/21/2000,mb01/02/04 mb10/31/00,SMMC,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,Yes,2,0,0,0,pullout,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb:  Topanga Henry Ridge Tr is on LACMTP,Out,0,34.14261401,-118.5850836,0,,LOS ANGELES,Los Angeles
490,73,Western Gate to Dirt Mulholland,Mulholland Gateway Park,21000 Mulholland Highway,MB,6/21/2000,mb12/11/03,MRCA,PP,PP,PP,PP,,,,,,NA,Primary,,Yes,No,Proposed,0,999,99,999,parking lot,paved,Yes,composting,No,Proposed,Proposed,No,No,Proposed,Proposed,XX,No,Yes,No,No,No,"MRCA's proposed trailhead on 21000 Mulholland acquisition.  Trailhead might not be that popular with hikers, because they would have to walk so far to cover a decent loop opportunity in TSP.",Outside,0,34.14279402,-118.5926939,0,,LOS ANGELES,Los Angeles
491,73,Dirt Mulholland Dr ^ Cachalote St,Mulholland Gateway,Mulholland ^ Saltillo St,MB/EE,6/21/2000,mb01/02/04 mb10/31/00,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,Yes,888,888,888,888,on-street,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Out,0,34.14372728,-118.593821,0,,LOS ANGELES,Los Angeles
492,75,Topanga Mobile Home Park,,Topanga Mobile Home Park,MB,5/28/2001,mb01/02/04 mb05/28/01,private,DL,DL,DL,DL,,,,,,NA,NA,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Not field-ckd, but aerials don't show decent connection to anything.",Outside,0,34.14387174,-118.6110818,0,,LOS ANGELES,Calabasas
493,72,Natoma Ave Terminus,Mulholland Gateway,Natoma Ave Terminus,MB/EE,6/21/2000,mb01/02/04 mb10/31/00,MRCA,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,No,Maybe,0,0,0,0,,,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb01/02/04 - In-hse review after decided original field survey was not correct.  Need to field ck again.,Outside,0,34.14714593,-118.5800905,0,,LOS ANGELES,Los Angeles
494,110,White Horse Canyon Trail / Los Robles Trail,COSCA Open Space,East Potrero Road,Jessica/Jill,3/3/2003,entered by NK  09/10/03,COSCA,OP,OP,OP,OP,MU,MU,,,,Tertiary,Tertiary,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,Yes,No,No,XX,XX,XX,XX,No,No,No,No,No,Sign designates no parking.  Locked gate.  Appears to be mostly equestrian access.  Trail passes through creek bed.,out,3,34.14343062,-118.8588318,0,Y,VENTURA,Thousand Oaks
495,82,Juan Bautista de Anza Trailhead West,Las Virgenes View Park,LasVirgenes Rd at 101 behind Mobil Station,,,,MRCA/MRT,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,0,0,0,0,parking lot,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,development road,Outside,1,34.14640835,-118.696856,0,Y,LOS ANGELES,Calabasas
496,72,Winnetka Ave terminus S,Mulholland Gateway,Winnetka Ave terminus S,MB/EE,6/27/2000,mb10/31/00,SMMC,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,Needs to be field ck'd again.,out,0,34.14978539,-118.5716702,0,,LOS ANGELES,Los Angeles
497,0,Staber Road Admin Access,,Staber Rd ^ Hidden Valley Rd,Melanie,8/26/2007,updated by MB 08/26/07,,AD,AD,AD,AD,NA,NA,NA,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,NPS Admin Access Only,Outside,0,34.14494712,-118.930114,0,,VENTURA,Unincorp Ventura
